,Unnamed: 0,Unnamed: 0.1, Job,Date,Jobstatus,Location,Text,Title,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,Reviewclass,polarity,subjectivity,Review Length,Reviewclassif
859,859,19,Powertrain durability Engineer,2016-03-09,Former Employee,"Auburn Hills, MI",easy work loadless management inputless development opportunitiesgreat canteen and foodno team building eventsmulti culture and good environment,Simple and Fun job,0.7003,0.721,0.0,0.279,Positive,1.0,0.5666666666666667,0.7166666666666668,144,Positive
858,858,18,Product Engineer - Exterior Systems,2016-03-11,Current Employee,Mexico City,"good place to work, and learn and develop into a product engineergreat balance between work and life balancethe engineering work is growing to mode development",Good Place to Work,0.5574,0.827,0.0,0.173,Positive,1.0,0.7,0.6000000000000001,159,Positive
856,856,16,Hi-Lo Driver,2016-03-14,Current Employee,"Warren, MI",my work is learn different thing work throw out the plant move parti help build new line for safe reason help other in group section,Work with other,0.8074,0.726,0.0,0.274,Positive,1.0,0.1278409090909091,0.4823863636363636,132,Positive
857,857,17,Production Operator,2016-03-14,Former Employee,"Belvidere, IL",very busy hr shifts when working for chrysler very productive even when the lines are down and no product is being moved in or out the company always has a job for you to do very easy getting in contact with management awesome management team hardest part of the job was remembering to bring your work hat,very productive day with great team work,0.7264,0.848,0.035,0.117,Positive,1.0,0.3475555555555555,0.5957777777777779,305,Positive
855,855,15,Human Resources Business Partner,2016-03-15,Former Employee,"Auburn Hills, MI","having gone through several mergers and demergers with chrysler, it became exhaustingconnectivity was basically required x interesting place to work, but i was moving out of state",Company is undergoing a lot of change,0.2144,0.928,0.0,0.072,Positive,1.0,0.25,0.25,179,Positive
854,854,14,Sales Consultant,2016-03-18,Former Employee,"Norman, OK",long hours but job could be rewarding and had opportunity some times this job had its perks but some of the days were too hard to work and weather was hard to work in,Great Place to work,0.7964,0.723,0.077,0.2,Positive,1.0,-0.03333333333333334,0.6208333333333332,166,Positive
853,853,13,Data Entry,2016-03-22,Former Employee,"Dundee, MI",a typical work day for me consist of going in at am working till pm having a productive day enjoying work & enjoying my employees company,Productive Work enviorment,0.7783,0.755,0.0,0.245,Positive,1.0,0.2777777777777778,0.5666666666666668,137,Positive
852,852,12,"Manufacturing Engineer/Electronic Specialist, FCA",2016-03-23,Former Employee,"Detroit, MI","no accountabilitythe environment are very hostile, gang affiliations mixed with union hostility to new employeesnew employee personal information such as date of hiring and date of tenure is posted online and distributed via email weekly for company wide personal to see new employees were subject to harassments due to the exposure and the threat of losing their job before tenure datenew employees were denied technical training due to strict union rulesnew employees are denied coaching or mentoring",chiaos mixed with gang activity,-0.9719,0.742,0.258,0.0,Neutral,-1.0,-0.0036616161616161644,0.34520202020202023,502,Positive
851,851,11,Volunteer Work,2016-03-24,Current Employee,"Detroit, MI","i volunteer at this school every year and i absolutely love it i love the staff, the environment is nice and the students are very well behaved",Volunteer Work,0.9346,0.585,0.0,0.415,Positive,1.0,0.45,0.625,143,Negative
850,850,10,Auto Transporter,2016-03-27,Former Employee,"Detroit, MI","a typical day at work is very simple we would break down into teams, hop into a van to go grab new cars and transport them to various locations depending on what the vehicles needed it was one of the easiest jobs i have ever had, although my co workers and management led to my looking & finding of new employment",Autoline Transport Servicing,0.4215,0.952,0.0,0.048,Positive,1.0,-0.008249158249158256,0.4437109187109187,313,Positive
849,849,9,Assembly Technician,2016-03-28,Current Employee,"Detroit, MI","this work is repetitious in a factory environment the work is hands on not much brain stimulation, more like robotic work",Fast paced productive environment,0.4201,0.872,0.0,0.128,Positive,1.0,0.10000000000000002,0.3,121,Positive
848,848,8,Factory Worker,2016-04-05,Current Employee,"Sterling Heights, MI",fca is good company to work for there are a lot of opportunities within the compnay to move up no matter where you start off,Fca,0.5267,0.694,0.076,0.229,Positive,1.0,0.7,0.6000000000000001,124,Positive
847,847,7,Line Worker,2016-04-06,Former Employee,"Detroit, MI","the work place at chrysler is very mechanic and diverse the atmosphere is very friendly, and managers are always willing to assist and handle any issues at a timely matter",Work place enviornment,0.5563,0.855,0.0,0.145,Positive,1.0,0.3125,0.5666666666666667,171,Positive
846,846,6,Area Maintenance Supervisor,2016-04-08,Current Employee,"Toledo, OH",the best paying worst job i have ever had worked over hours in one year they treat supervision level managers like dirt and low level union workers like gold,The worst place anyone could ever work,0.5106,0.506,0.207,0.287,Positive,1.0,0.0,0.5333333333333333,157,Positive
845,845,5,Production Operator / Stock,2016-04-10,Current Employee,"Toledo, OH","this is a job where you have to be full time, if your part time or temporary part time then i won't suggest you agree to anything with this company the people there are not retiring so its hard to even be full time and plus the benefits suck as a tpt trust me",Only choose if your going to be full time not tpt,0.0546,0.785,0.114,0.101,Positive,1.0,0.1361111111111111,0.5472222222222223,259,Positive
844,844,4,Production worker,2016-04-12,Current Employee,"Sterling Heights, MI",at this current time we are having a lot of lay offs and downtime i don't feel secure with my job at this moment but the company do have great benefits,production work,0.8602,0.711,0.042,0.247,Positive,1.0,0.4000000000000001,0.5833333333333334,151,Positive
843,843,3,Conveyer Loader Spot Welder Alternate Team Leader,2016-04-14,Former Employee,"Twinsburg, OH",its no longer even a plant they demolished the entire plant i learned about the union on a different level and the jobs was getting scarce as far as senority other than that it could have worked,A good company,-0.296,0.937,0.062,0.0,Neutral,-1.0,-0.006249999999999999,0.65,194,Negative
841,841,1,Chassis Designer,2016-04-14,Current Employee,"Auburn Hills, MI",excellent place but the drive is getting too long and stressfulmany great people great cars very flexible work placethey offer a lot of training plus many little perks and also my management is very nice and helpful to their staff,Chrysler,0.9792,0.572,0.0,0.428,Positive,1.0,0.48031250000000003,0.6499999999999999,230,Positive
842,842,2,CAE Durability Engineering Intern,2016-04-14,Former Employee,"Rochester Hills, MI",i interned with fca summer of as a product development intern in the cae durability group and it was a great opportunity to learn about the automotive industry as well as the product development process as whole i really enjoyed interacting with the cross functional groups and conveying ideas! i feel as though my fca experienced has provided me with specialized experience that allows me to be more marketable to company recruiting teams,Diverse atmosphere that is oozing with intelligence,0.9167,0.832,0.0,0.168,Positive,1.0,0.4666666666666666,0.5416666666666666,439,Positive
839,839,20,Security Analyst,2016-04-17,Former Employee,"Auburn Hills, MI",the chrysler gsoc gives students a great experience leaning about the techniques and technology associated with monitoring the security of a large corporation,Great Internship,0.7579,0.745,0.0,0.255,Positive,1.0,0.5071428571428571,0.5892857142857143,158,Positive
838,838,19,Forklift Operator/Material Handler,2016-04-20,Former Employee,"Detroit, MI","good place to work, i just think they need better management and union negotiators i worked as a tpt (temporary part-time) worker i worked : pm to : am wed - sat/sunday(sundays were rotated between shifts i had to call toll free number every tues pm - : pm in order to see which days i would work the up coming work week as mentioned before i was terminated the day of my year anniversary due to two tardies // @ :pm & // at_user pm tpt's work full time hours but don't receive the attendance benefits as rolled over/full-time employees you receive medical at no cost to you, but vision and dental are full-time only benefits tpt's are bounced around the plant learning different jobs, depending on how long you are a tpt after days ""we will look for people to hire/rollover"" that may be true but i've personally known tpt's of years keep in mind you only are allowed two tardies or unexcused absences, no matter how many years you came to work on time or didn't call off i worked at the jnap pant btw,,,",Got terminated on my one year anniversary,0.9144,0.857,0.03,0.114,Positive,1.0,0.20192307692307693,0.5596153846153846,1004,Positive
836,836,17,Chrysler Material Liaison - WTAP,2016-04-21,Former Employee,"Warren, MI",great compensation and room for advancement very fast paced and high stress if you can manage the hours and the stress its a great gig,"Great company, busy schedule",0.5574,0.592,0.166,0.243,Positive,1.0,0.505,0.705,134,Positive
